,PC,PC,RA,RA,SA1,SA1,FiringRate_value,Spikes_n_items,Spikes_diff_mean,depth,Pin_Radius,Spikes_diff_time_inrange,Spikes_diff_mean_2,Spikes_diff_mean_5,Frequency
2399,1,1,0,0,0,0,6.25,11,0.30806666666666666,0.7400000000000004,1.1750000000000007,1.6400000000000001,0.30806666666666666,0.7841,15
2400,0,0,1,1,0,0,57.47,58,0.033096428571428575,0.7800000000000005,1.280000000000001,0.1616,0.033096428571428575,0.08301132075471697,75
2401,1,1,0,0,0,0,194.1,370,0.010264130434782607,0.6300000000000003,0.5550000000000002,0.0496,0.010264130434782607,0.02563835616438356,65
2402,0,0,1,1,0,0,34.53,64,0.05700645161290322,0.9400000000000006,0.9800000000000006,0.2798,0.05700645161290322,0.14268135593220338,35
2403,1,1,0,0,0,0,150.6,277,0.013309818181818181,0.5600000000000003,0.9350000000000005,0.063,0.013309818181818181,0.03329926470588235,75
2404,1,1,0,0,0,0,146.5,235,0.013381974248927038,1.2500000000000009,1.335000000000001,0.07900000000000001,0.013381974248927038,0.03337478260869565,75
2405,0,0,1,1,0,0,9.54,17,0.1886533333333333,1.1700000000000008,0.7650000000000003,0.9426000000000001,0.1886533333333333,0.47388333333333327,35
2406,0,0,1,1,0,0,25.53,49,0.0769872340425532,0.38000000000000006,0.5200000000000002,0.3846,0.0769872340425532,0.1936,5
2407,0,0,1,1,0,0,21.14,36,0.09187647058823531,0.9100000000000006,0.4050000000000001,0.44199999999999995,0.09187647058823531,0.23094193548387099,25
2408,0,0,1,1,0,0,53.34,99,0.03635051546391752,0.7000000000000004,1.1500000000000008,0.182,0.03635051546391752,0.0908808510638298,55
2409,0,0,1,1,0,0,10.62,20,0.1748777777777778,1.470000000000001,1.0950000000000006,0.7882,0.1748777777777778,0.43842666666666674,75
2410,1,1,0,0,0,0,42.38,57,0.046127272727272725,2.0300000000000016,1.310000000000001,0.2304,0.046127272727272725,0.11533846153846153,65
2411,0,0,1,1,0,0,10.95,13,0.17610909090909094,1.8200000000000014,1.2450000000000008,0.8962,0.17610909090909094,0.434825,85
2412,1,1,0,0,0,0,26.81,53,0.07269803921568627,1.5700000000000012,0.4250000000000001,0.36279999999999996,0.07269803921568627,0.18176666666666663,55
2413,0,0,1,1,0,0,131.1,217,0.014954418604651165,0.39000000000000007,0.9800000000000006,0.08480000000000001,0.014954418604651165,0.037197169811320756,45
2414,1,1,0,0,0,0,33.06,58,0.05864642857142856,2.1300000000000017,0.8900000000000006,0.294,0.05864642857142856,0.1465320754716981,85
2415,1,1,0,0,0,0,136.0,161,0.014383647798742138,0.39000000000000007,0.8100000000000005,0.08360000000000001,0.014383647798742138,0.035743589743589745,35
2416,1,1,0,0,0,0,67.25,81,0.028883544303797463,0.8400000000000005,0.9350000000000005,0.15500000000000003,0.028883544303797463,0.07173947368421052,35
2417,0,0,1,1,0,0,92.56,152,0.02117733333333333,0.5100000000000002,0.35500000000000004,0.1158,0.02117733333333333,0.05274829931972789,95
2418,1,1,0,0,0,0,27.98,40,0.06792105263157895,2.5900000000000016,0.6400000000000003,0.3452,0.06792105263157895,0.16905142857142857,55
2419,1,1,0,0,0,0,48.7,89,0.04006666666666667,2.1400000000000015,1.385000000000001,0.20620000000000002,0.04006666666666667,0.10006190476190477,75
2420,1,1,0,0,0,0,32.16,63,0.06127868852459017,2.6700000000000017,0.9600000000000006,0.3072,0.06127868852459017,0.15316551724137933,65
2421,1,1,0,0,0,0,20.89,27,0.088768,1.470000000000001,0.5950000000000002,0.4998,0.088768,0.21718181818181811,25
2422,1,1,0,0,0,0,25.08,49,0.07601276595744681,2.270000000000002,0.7750000000000004,0.38599999999999995,0.07601276595744681,0.18953181818181822,75
2423,0,0,1,1,0,0,26.8,53,0.0726235294117647,1.330000000000001,0.6200000000000003,0.36,0.0726235294117647,0.18176250000000002,55
2424,0,0,1,1,0,0,29.06,41,0.06657948717948717,0.5200000000000002,0.6400000000000003,0.3292,0.06657948717948717,0.16655000000000003,15
2425,1,1,0,0,0,0,35.94,37,0.056839999999999995,0.4400000000000001,0.49500000000000016,0.27919999999999995,0.056839999999999995,0.1425,35
2426,1,1,0,0,0,0,43.88,76,0.04444054054054054,0.9700000000000006,0.6250000000000002,0.2222,0.04444054054054054,0.11109014084507042,45
2427,0,0,1,1,0,0,45.16,75,0.043476712328767125,0.6200000000000003,1.390000000000001,0.23639999999999997,0.043476712328767125,0.10761142857142858,25
2428,1,1,0,0,0,0,53.5,83,0.036432098765432096,1.1200000000000008,1.425000000000001,0.18259999999999998,0.036432098765432096,0.09096923076923076,55
2429,1,1,0,0,0,0,64.6,66,0.0307,1.8000000000000014,0.9700000000000006,0.1514,0.0307,0.07682295081967211,65
2430,1,1,0,0,0,0,72.4,109,0.026904672897196263,1.7700000000000014,0.46000000000000013,0.1466,0.026904672897196263,0.06690576923076924,75
2431,0,0,1,1,0,0,13.82,14,0.14774999999999996,0.47000000000000014,0.5450000000000002,0.7462,0.14774999999999996,0.36457777777777767,5
2432,1,1,0,0,0,0,245.1,255,0.008076679841897234,1.1400000000000008,0.9950000000000006,0.0574,0.008076679841897234,0.019947200000000002,85
2433,0,0,1,1,0,0,37.97,56,0.05301111111111111,0.3,0.35500000000000004,0.2552,0.05301111111111111,0.13262745098039214,5
2434,1,1,0,0,0,0,67.75,75,0.029704109589041097,0.34,1.270000000000001,0.1296,0.029704109589041097,0.07349142857142858,45
2435,0,0,1,1,0,0,23.72,28,0.07983846153846154,0.8200000000000005,1.1150000000000007,0.39879999999999993,0.07983846153846154,0.1998173913043478,25
2436,0,0,1,1,0,0,26.55,51,0.07373061224489796,1.440000000000001,1.2100000000000009,0.3552,0.07373061224489796,0.18380869565217395,65
2437,0,0,1,1,0,0,7.92,15,0.2559230769230769,1.5300000000000011,1.355000000000001,1.1280000000000001,0.2559230769230769,0.6271599999999999,55
2438,0,0,1,1,0,0,15.336,25,0.12417391304347826,2.2100000000000017,1.1400000000000008,0.5846,0.12417391304347826,0.30792,55
2439,1,1,0,0,0,0,54.94,107,0.036316190476190474,1.7900000000000014,0.47500000000000014,0.179,0.036316190476190474,0.09084509803921569,55
2440,0,0,1,1,0,0,17.05,21,0.11057894736842105,1.350000000000001,0.3950000000000001,0.5562,0.11057894736842105,0.282125,45
2441,1,1,0,0,0,0,45.84,62,0.04429,0.6600000000000004,0.9800000000000006,0.2172,0.04429,0.11092280701754385,45
2442,1,1,0,0,0,0,49.03,97,0.040130526315789464,2.1600000000000015,0.9400000000000006,0.20620000000000002,0.040130526315789464,0.10012826086956522,75
2443,1,1,0,0,0,0,49.75,62,0.040083333333333325,0.46000000000000013,1.460000000000001,0.20959999999999998,0.040083333333333325,0.10006315789473684,25
2444,1,1,0,0,0,0,85.6,133,0.023494656488549617,0.37000000000000005,1.0750000000000006,0.11560000000000001,0.023494656488549617,0.0587765625,85
2445,1,1,0,0,0,0,15.29,23,0.13246666666666668,1.450000000000001,0.9100000000000006,0.6492,0.13246666666666668,0.33228888888888874,15
2446,0,0,1,1,0,0,93.44,184,0.02103956043956044,0.7600000000000005,1.1950000000000007,0.10420000000000001,0.02103956043956044,0.05259329608938548,95
2447,1,1,0,0,0,0,110.2,151,0.018128859060402683,0.5200000000000002,0.7200000000000004,0.08600000000000001,0.018128859060402683,0.04538082191780822,55
2448,0,0,1,1,0,0,29.9,32,0.06313333333333332,0.9600000000000006,0.8950000000000005,0.3156,0.06313333333333332,0.15784444444444445,95
2449,0,0,1,1,0,0,82.4,153,0.02384503311258278,0.7500000000000004,0.6050000000000002,0.13140000000000002,0.02384503311258278,0.05938513513513513,85
2450,1,1,0,0,0,0,252.1,319,0.007897160883280758,0.8100000000000005,0.9450000000000005,0.0442,0.007897160883280758,0.019672611464968154,85
2451,1,1,0,0,0,0,24.69,33,0.07989032258064517,2.4600000000000017,0.9000000000000006,0.3984,0.07989032258064517,0.19985,25
2452,1,1,0,0,0,0,75.5,82,0.026612500000000004,1.270000000000001,1.1800000000000008,0.13040000000000002,0.026612500000000004,0.06658961038961039,75
2453,0,0,1,1,0,0,27.84,50,0.06809166666666666,0.6900000000000004,0.9950000000000006,0.3358,0.06809166666666666,0.16894666666666666,15
2454,1,1,0,0,0,0,52.16,67,0.03743384615384615,1.330000000000001,0.8400000000000005,0.1914,0.03743384615384615,0.09313548387096775,75
2455,1,1,0,0,0,0,27.84,29,0.06665185185185185,0.7400000000000004,0.6700000000000004,0.3332,0.06665185185185185,0.1666166666666666,15
2456,0,0,1,1,0,0,102.2,139,0.019105109489051093,0.5000000000000002,0.4450000000000001,0.11019999999999999,0.019105109489051093,0.047368656716417906,55
2457,1,1,0,0,0,0,25.34,47,0.07970222222222222,0.8400000000000005,1.2650000000000008,0.3902,0.07970222222222222,0.1996523809523809,25
2458,1,1,0,0,0,0,61.4,91,0.03173033707865169,0.9400000000000006,0.315,0.1378,0.03173033707865169,0.07979302325581394,55
2459,1,1,0,0,0,0,54.2,93,0.03634725274725275,2.540000000000002,0.5900000000000003,0.181,0.03634725274725275,0.09088409090909091,55
2460,1,1,0,0,0,0,24.03,35,0.0799151515151515,1.450000000000001,1.2150000000000007,0.3992,0.0799151515151515,0.19987333333333332,25
2461,1,1,0,0,0,0,193.0,327,0.010317538461538461,0.8100000000000005,1.2300000000000009,0.059800000000000006,0.010317538461538461,0.025700000000000004,65
2462,0,0,1,1,0,0,16.25,20,0.11948888888888891,2.2100000000000017,0.335,0.5942,0.11948888888888891,0.29612,95
2463,0,0,1,1,0,0,42.94,51,0.044412244897959176,1.1300000000000008,1.0050000000000006,0.22179999999999997,0.044412244897959176,0.11106086956521738,45
2464,1,1,0,0,0,0,42.16,60,0.04613103448275861,2.0000000000000013,1.1500000000000008,0.2304,0.04613103448275861,0.1153381818181818,65
2465,1,1,0,0,0,0,23.78,41,0.0806051282051282,2.570000000000002,0.5750000000000002,0.39999999999999997,0.0806051282051282,0.2015111111111111,45
2466,1,1,0,0,0,0,25.19,32,0.07976000000000001,1.270000000000001,0.8750000000000004,0.3954,0.07976000000000001,0.1996962962962963,25
2467,1,1,0,0,0,0,165.1,251,0.011896385542168675,0.9200000000000006,1.0650000000000006,0.07300000000000001,0.011896385542168675,0.029552032520325202,85
2468,1,1,0,0,0,0,43.44,47,0.0444,1.350000000000001,0.7250000000000003,0.2214,0.0444,0.11104285714285715,45
2469,0,0,1,1,0,0,26.1,34,0.07270625,1.1100000000000008,0.7250000000000003,0.3634,0.07270625,0.18189655172413793,55
2470,0,0,1,1,0,0,15.57,20,0.12477777777777778,1.6800000000000013,0.5050000000000001,0.6367999999999999,0.12477777777777778,0.30893333333333334,85
2471,1,1,0,0,0,0,29.88,33,0.0663483870967742,0.4100000000000001,1.2000000000000008,0.3282,0.0663483870967742,0.16629285714285716,15
2472,1,1,0,0,0,0,34.0,54,0.057107692307692304,1.350000000000001,0.4150000000000001,0.2844,0.057107692307692304,0.14280408163265307,35
2473,0,0,1,1,0,0,7.367,11,0.2392,1.410000000000001,0.38500000000000006,1.1767999999999998,0.2392,0.5527666666666667,85
2474,0,0,1,1,0,0,43.9,44,0.0442,1.0500000000000007,1.2750000000000008,0.2156,0.0442,0.11077435897435899,45
2475,0,0,1,1,0,0,126.9,232,0.015506956521739132,0.6600000000000004,0.8050000000000004,0.0912,0.015506956521739132,0.038567400881057264,65
2476,0,0,1,1,0,0,53.4,90,0.03635454545454546,0.7100000000000004,0.5000000000000002,0.1822,0.03635454545454546,0.0908870588235294,55
2477,1,1,0,0,0,0,221.1,266,0.008980303030303031,0.4300000000000001,1.385000000000001,0.0524,0.008980303030303031,0.022325670498084288,75
2478,1,1,0,0,0,0,164.6,263,0.01193639846743295,1.6300000000000012,0.49000000000000016,0.08140000000000001,0.01193639846743295,0.029579844961240314,85
2479,0,0,1,1,0,0,9.97,12,0.16116000000000003,2.0600000000000014,1.2500000000000009,0.8655999999999999,0.16116000000000003,0.3763714285714285,75
2480,0,0,1,1,0,0,51.78,99,0.03797525773195876,0.7400000000000004,0.305,0.18900000000000003,0.03797525773195876,0.09505106382978723,95
2481,0,0,1,1,0,0,36.38,52,0.053084,0.7100000000000004,0.47000000000000014,0.2572,0.053084,0.13262978723404256,25
2482,0,0,1,1,0,0,12.75,15,0.1488923076923077,1.360000000000001,1.420000000000001,0.7394,0.1488923076923077,0.36428000000000005,35
2483,0,0,1,1,0,0,28.56,39,0.06720000000000001,1.0500000000000007,1.0900000000000007,0.3316,0.06720000000000001,0.1682588235294118,45
2484,1,1,0,0,0,0,36.56,65,0.05331746031746031,2.740000000000002,1.1450000000000007,0.26639999999999997,0.05331746031746031,0.13330333333333336,75
2485,1,1,0,0,0,0,42.38,78,0.04633684210526315,2.370000000000002,1.390000000000001,0.23799999999999996,0.04633684210526315,0.11556712328767124,65
2486,1,1,0,0,0,0,29.2,38,0.06662222222222221,2.0100000000000016,0.4450000000000001,0.33259999999999995,0.06662222222222221,0.1665878787878788,45
2487,1,1,0,0,0,0,191.9,321,0.01031473354231975,0.8800000000000006,1.1150000000000007,0.06140000000000001,0.01031473354231975,0.025691139240506332,65
2488,1,1,0,0,0,0,95.5,155,0.021027450980392156,0.9200000000000006,1.460000000000001,0.1032,0.021027450980392156,0.05259333333333334,95
2489,1,1,0,0,0,0,126.44,230,0.015578070175438597,1.260000000000001,1.485000000000001,0.09880000000000001,0.015578070175438597,0.03865333333333333,65
2490,1,1,0,0,0,0,23.23,27,0.079776,2.330000000000002,0.7150000000000003,0.3998,0.079776,0.1997181818181818,75
2491,1,1,0,0,0,0,91.1,130,0.021182812500000002,1.390000000000001,0.37500000000000006,0.1188,0.021182812500000002,0.052763199999999996,95
2492,1,1,0,0,0,0,34.6,43,0.056999999999999995,0.7600000000000005,0.9550000000000005,0.28119999999999995,0.056999999999999995,0.1426842105263158,35
2493,1,1,0,0,0,0,65.44,96,0.03071276595744681,0.6500000000000004,0.8200000000000005,0.1506,0.03071276595744681,0.07684835164835165,65
2494,0,0,1,1,0,0,14.33,26,0.13326666666666667,0.7600000000000005,1.1700000000000008,0.6705999999999999,0.13326666666666667,0.3332,15
2495,1,1,0,0,0,0,37.16,74,0.05260555555555556,1.6800000000000013,0.7500000000000004,0.255,0.05260555555555556,0.13166666666666668,45
2496,0,0,1,1,0,0,30.11,60,0.06446896551724138,1.320000000000001,0.335,0.3236,0.06446896551724138,0.1610327272727273,85
2497,1,1,0,0,0,0,165.4,225,0.011808071748878922,1.460000000000001,0.3950000000000001,0.06960000000000001,0.011808071748878922,0.029445454545454545,85
2498,1,1,0,0,0,0,195.8,214,0.010075471698113209,0.32,0.39000000000000007,0.06480000000000001,0.010075471698113209,0.025012440191387562,45
2499,1,1,0,0,0,0,32.06,39,0.05867567567567566,1.1600000000000008,0.39000000000000007,0.2858,0.05867567567567566,0.14701764705882353,35
2500,1,1,0,0,0,0,15.555,17,0.13198666666666664,1.0900000000000007,1.330000000000001,0.6498,0.13198666666666664,0.3315833333333333,15
2501,0,0,1,1,0,0,9.91,18,0.182875,1.5100000000000011,0.8300000000000005,0.9622,0.182875,0.4444461538461538,55
2502,0,0,1,1,0,0,26.78,36,0.07263529411764705,1.0000000000000007,0.8900000000000006,0.362,0.07263529411764705,0.18173548387096777,55
2503,0,0,1,1,0,0,102.1,167,0.019204848484848484,0.38000000000000006,0.4550000000000001,0.10740000000000001,0.019204848484848484,0.04777037037037038,35
2504,1,1,0,0,0,0,35.3,66,0.057034375000000005,1.470000000000001,1.1650000000000007,0.2822,0.057034375000000005,0.1427245901639344,35
2505,1,1,0,0,0,0,35.47,57,0.05694181818181818,2.2600000000000016,1.2950000000000008,0.2778,0.05694181818181818,0.14262692307692307,35
2506,0,0,1,1,0,0,48.28,53,0.04021176470588236,0.5800000000000003,1.3450000000000009,0.1942,0.04021176470588236,0.10012916666666664,25
2507,1,1,0,0,0,0,129.4,240,0.015392436974789916,0.6700000000000004,1.1900000000000008,0.0806,0.015392436974789916,0.03845787234042554,65
2508,0,0,1,1,0,0,83.2,166,0.023635365853658538,0.6800000000000004,0.6000000000000003,0.12780000000000002,0.023635365853658538,0.0589192546583851,85
2509,1,1,0,0,0,0,95.06,162,0.021027499999999998,2.540000000000002,1.1650000000000007,0.10260000000000001,0.021027499999999998,0.052594904458598726,95
2510,1,1,0,0,0,0,89.44,107,0.02225523809523809,0.5200000000000002,1.320000000000001,0.11660000000000001,0.02225523809523809,0.05556470588235294,45
2511,1,1,0,0,0,0,85.56,110,0.023492592592592593,0.37000000000000005,1.400000000000001,0.11560000000000001,0.023492592592592593,0.05877142857142857,85
2512,1,1,0,0,0,0,95.06,136,0.021025373134328357,1.8800000000000014,0.6700000000000004,0.10300000000000001,0.021025373134328357,0.052593893129770995,95
2513,0,0,1,1,0,0,10.99,11,0.1556,1.2500000000000009,0.9900000000000007,0.8006,0.1556,0.39963333333333334,15
2514,0,0,1,1,0,0,31.06,49,0.06205957446808511,1.0600000000000007,0.5200000000000002,0.2928,0.06205957446808511,0.15609545454545454,85
2515,0,0,1,1,0,0,170.4,321,0.011630094043887148,0.36000000000000004,0.335,0.0684,0.011630094043887148,0.028955696202531647,45
2516,0,0,1,1,0,0,44.56,88,0.04435813953488372,0.8900000000000006,0.9150000000000005,0.21680000000000002,0.04435813953488372,0.11099518072289155,45
2517,0,0,1,1,0,0,52.2,53,0.03634901960784314,0.7100000000000004,1.0700000000000007,0.1816,0.03634901960784314,0.09084999999999999,55
2518,1,1,0,0,0,0,139.4,267,0.014381132075471698,0.32,0.7700000000000005,0.079,0.014381132075471698,0.03588549618320611,35
2519,0,0,1,1,0,0,28.45,38,0.06658333333333334,2.0900000000000016,0.7150000000000003,0.3302,0.06658333333333334,0.1662848484848485,85
2520,0,0,1,1,0,0,126.25,211,0.015508133971291867,0.49000000000000016,0.8700000000000006,0.0912,0.015508133971291867,0.0385873786407767,65
2521,1,1,0,0,0,0,85.8,99,0.023484536082474222,1.1100000000000008,1.1550000000000007,0.11520000000000001,0.023484536082474222,0.058761702127659576,85
2522,1,1,0,0,0,0,84.94,122,0.023491666666666668,2.3800000000000017,0.37000000000000005,0.11460000000000001,0.023491666666666668,0.05876923076923076,85
2523,1,1,0,0,0,0,119.5,147,0.01652551724137931,1.400000000000001,0.7950000000000004,0.10020000000000001,0.01652551724137931,0.04080704225352112,65
2524,0,0,1,1,0,0,19.38,27,0.09885599999999997,1.9700000000000015,0.6950000000000003,0.5065999999999999,0.09885599999999997,0.24751818181818183,85
2525,1,1,0,0,0,0,34.25,50,0.05709999999999999,2.580000000000002,1.1300000000000008,0.2848,0.05709999999999999,0.14279999999999995,35
2526,0,0,1,1,0,0,107.8,207,0.018285853658536584,0.6100000000000003,1.2150000000000007,0.1066,0.018285853658536584,0.045554455445544546,55
2527,1,1,0,0,0,0,282.0,305,0.007067326732673267,0.8700000000000006,0.9150000000000005,0.0394,0.007067326732673267,0.017602666666666666,95
2528,0,0,1,1,0,0,68.5,124,0.02852295081967213,0.48000000000000015,0.7700000000000005,0.13960000000000003,0.02852295081967213,0.0713714285714286,35
2529,1,1,0,0,0,0,96.06,106,0.021011538461538467,1.0900000000000007,0.47500000000000014,0.1032,0.021011538461538467,0.05257227722772278,95
2530,0,0,1,1,0,0,35.84,66,0.053706250000000004,0.5900000000000003,1.400000000000001,0.2682,0.053706250000000004,0.1343114754098361,25
2531,1,1,0,0,0,0,68.06,91,0.028689887640449437,0.7100000000000004,1.0800000000000007,0.15480000000000002,0.028689887640449437,0.07153720930232557,35
2532,1,1,0,0,0,0,163.6,217,0.011889302325581396,0.9600000000000006,1.2400000000000009,0.0782,0.011889302325581396,0.02953018867924528,85
2533,0,0,1,1,0,0,87.4,116,0.022315789473684206,0.5100000000000002,1.1350000000000007,0.11980000000000002,0.022315789473684206,0.0554072072072072,35
2534,1,1,0,0,0,0,24.78,32,0.07988666666666668,2.1900000000000017,0.9350000000000005,0.3984,0.07988666666666668,0.19985185185185184,25
2535,1,1,0,0,0,0,129.0,207,0.01539121951219512,0.7400000000000004,0.8000000000000005,0.08040000000000001,0.01539121951219512,0.03845445544554455,65
2536,0,0,1,1,0,0,27.02,35,0.06915757575757575,0.9100000000000006,1.465000000000001,0.3346,0.06915757575757575,0.17377333333333336,45
2537,0,0,1,1,0,0,41.28,43,0.04645853658536585,1.0200000000000007,1.0950000000000006,0.2208,0.04645853658536585,0.1162210526315789,75
2538,1,1,0,0,0,0,24.7,44,0.07987142857142858,0.6200000000000003,1.0500000000000007,0.3954,0.07987142857142858,0.19983076923076923,25
2539,0,0,1,1,0,0,72.2,106,0.026801923076923077,0.7000000000000004,0.335,0.14640000000000003,0.026801923076923077,0.06679405940594059,75
2540,1,1,0,0,0,0,74.0,111,0.026653211009174317,2.410000000000002,0.9950000000000006,0.1328,0.026653211009174317,0.06664150943396227,75
2541,0,0,1,1,0,0,31.7,40,0.05931052631578947,1.6600000000000013,1.370000000000001,0.2956,0.05931052631578947,0.14855428571428572,95
2542,1,1,0,0,0,0,147.5,269,0.013470411985018726,1.410000000000001,1.260000000000001,0.0782,0.013470411985018726,0.033465909090909095,75
2543,1,1,0,0,0,0,110.8,150,0.018124324324324325,0.4300000000000001,1.460000000000001,0.08620000000000001,0.018124324324324325,0.045372413793103444,55
2544,1,1,0,0,0,0,34.9,40,0.056978947368421066,1.6100000000000012,0.5950000000000002,0.2816,0.056978947368421066,0.14265142857142857,35
2545,0,0,1,1,0,0,20.61,32,0.09397333333333333,1.8000000000000014,1.2150000000000007,0.4724,0.09397333333333333,0.2364296296296296,55
2546,1,1,0,0,0,0,150.1,281,0.01331111111111111,0.6100000000000003,1.0400000000000007,0.063,0.01331111111111111,0.033299999999999996,75
2547,0,0,1,1,0,0,78.06,120,0.02516949152542373,0.5600000000000003,0.8950000000000005,0.1256,0.02516949152542373,0.06263826086956521,55
2548,1,1,0,0,0,0,15.47,18,0.132675,1.0000000000000007,0.7750000000000004,0.6606,0.132675,0.3324615384615385,15
2549,1,1,0,0,0,0,45.7,61,0.04430508474576272,1.8200000000000014,1.4950000000000012,0.2166,0.04430508474576272,0.11094642857142856,45
2550,0,0,1,1,0,0,123.06,172,0.015856470588235295,0.6400000000000003,0.7600000000000005,0.0848,0.015856470588235295,0.03954131736526946,95
2551,1,1,0,0,0,0,24.14,25,0.07999130434782609,0.7700000000000005,0.9200000000000006,0.3994,0.07999130434782609,0.19995000000000002,25
2552,1,1,0,0,0,0,55.7,56,0.03624074074074074,1.5700000000000012,0.34500000000000003,0.1774,0.03624074074074074,0.09075686274509803,55
2553,1,1,0,0,0,0,29.77,49,0.06646808510638297,0.5000000000000002,1.0750000000000006,0.32839999999999997,0.06646808510638297,0.16642727272727273,15
2554,0,0,1,1,0,0,14.23,23,0.13341904761904763,0.9100000000000006,0.38000000000000006,0.6679999999999999,0.13341904761904763,0.3329444444444444,15
2555,1,1,0,0,0,0,85.44,110,0.023487037037037035,2.290000000000002,1.1300000000000008,0.11460000000000001,0.023487037037037035,0.05876380952380951,85
2556,0,0,1,1,0,0,43.8,71,0.044240579710144924,0.8000000000000005,0.8500000000000005,0.2216,0.044240579710144924,0.1106848484848485,95
2557,1,1,0,0,0,0,229.1,360,0.008692737430167598,1.290000000000001,1.1050000000000006,0.057999999999999996,0.008692737430167598,0.021610140845070423,95
2558,0,0,1,1,0,0,24.39,40,0.07799473684210527,1.280000000000001,0.38000000000000006,0.40199999999999997,0.07799473684210527,0.19502857142857144,95
2559,1,1,0,0,0,0,283.8,427,0.007022117647058824,0.5900000000000003,0.5400000000000003,0.0344,0.007022117647058824,0.01754170616113744,95
2560,1,1,0,0,0,0,101.75,184,0.01941978021978022,0.7700000000000005,1.445000000000001,0.1138,0.01941978021978022,0.04799217877094971,35
2561,1,1,0,0,0,0,55.06,84,0.036290243902439026,1.6300000000000012,0.9700000000000006,0.1776,0.036290243902439026,0.0908126582278481,55
2562,1,1,0,0,0,0,29.27,57,0.06663636363636363,1.330000000000001,1.0700000000000007,0.3308,0.06663636363636363,0.16663076923076925,45
2563,1,1,0,0,0,0,217.2,402,0.009182000000000001,0.39000000000000007,0.4300000000000001,0.0586,0.009182000000000001,0.022888664987405542,55
2564,0,0,1,1,0,0,107.0,183,0.01836243093922652,0.5600000000000003,1.2850000000000008,0.101,0.01836243093922652,0.045695505617977535,85
2565,1,1,0,0,0,0,54.16,96,0.03634255319148936,2.980000000000002,1.490000000000001,0.18100000000000002,0.03634255319148936,0.09087692307692308,55
2566,1,1,0,0,0,0,45.66,46,0.04425909090909091,1.480000000000001,0.5600000000000003,0.2166,0.04425909090909091,0.11088292682926833,45
2567,0,0,1,1,0,0,16.25,20,0.1143111111111111,1.400000000000001,1.280000000000001,0.572,0.1143111111111111,0.28554666666666667,35
2568,0,0,1,1,0,0,107.6,211,0.0182555023923445,0.5000000000000002,0.335,0.10260000000000001,0.0182555023923445,0.04551553398058253,55
2569,0,0,1,1,0,0,12.91,23,0.1494285714285714,1.460000000000001,0.36000000000000004,0.6891999999999999,0.1494285714285714,0.36915555555555557,35
2570,1,1,0,0,0,0,105.0,113,0.018479279279279278,1.1500000000000008,1.330000000000001,0.1078,0.018479279279279278,0.0457537037037037,55
2571,0,0,1,1,0,0,33.53,53,0.058247058823529416,0.8000000000000005,1.0300000000000007,0.2852,0.058247058823529416,0.14584166666666668,35
2572,1,1,0,0,0,0,26.7,51,0.0724,1.9900000000000015,1.1800000000000008,0.353,0.0724,0.18135652173913047,65
2573,1,1,0,0,0,0,29.0,53,0.06663921568627451,1.300000000000001,1.0950000000000006,0.33199999999999996,0.06663921568627451,0.16662916666666666,45
2574,0,0,1,1,0,0,31.06,51,0.061946938775510205,1.290000000000001,0.9700000000000006,0.3176,0.061946938775510205,0.15495652173913044,65
2575,1,1,0,0,0,0,138.9,190,0.014373404255319149,0.31,1.1600000000000008,0.079,0.014373404255319149,0.035877837837837843,35
2576,0,0,1,1,0,0,112.5,155,0.017377777777777773,0.33,0.36000000000000004,0.0902,0.017377777777777773,0.043244,25
2577,1,1,0,0,0,0,54.03,85,0.03644096385542169,1.310000000000001,1.485000000000001,0.18900000000000003,0.03644096385542169,0.0909775,55
2578,1,1,0,0,0,0,75.44,113,0.02662342342342342,1.9900000000000015,0.5150000000000001,0.1302,0.02662342342342342,0.06660925925925926,75
2579,1,1,0,0,0,0,45.66,78,0.044326315789473686,0.7300000000000004,1.1100000000000008,0.2172,0.044326315789473686,0.11096986301369863,45
2580,1,1,0,0,0,0,68.3,111,0.02879082568807339,0.7900000000000005,1.1600000000000008,0.15500000000000003,0.02879082568807339,0.07164339622641511,35
2581,0,0,1,1,0,0,72.75,134,0.02668030303030303,1.1400000000000008,1.2450000000000008,0.135,0.02668030303030303,0.06668682170542636,75
2582,0,0,1,1,0,0,25.84,47,0.07512888888888887,1.1200000000000008,0.8950000000000005,0.3818,0.07512888888888887,0.18693333333333334,55
2583,1,1,0,0,0,0,45.3,74,0.044338888888888886,0.9300000000000006,0.335,0.217,0.044338888888888886,0.1109855072463768,45
2584,0,0,1,1,0,0,27.4,34,0.07103125,1.0800000000000007,0.7450000000000003,0.34719999999999995,0.07103125,0.17743448275862073,95
2585,1,1,0,0,0,0,55.47,87,0.03628941176470588,0.7600000000000005,1.2050000000000007,0.1778,0.03628941176470588,0.09080975609756098,55
2586,1,1,0,0,0,0,24.03,44,0.07998095238095239,1.8400000000000014,0.7400000000000004,0.3996,0.07998095238095239,0.19996410256410257,25
2587,1,1,0,0,0,0,29.42,41,0.06662051282051283,1.9000000000000015,0.8100000000000005,0.3324,0.06662051282051283,0.16659444444444446,45
2588,1,1,0,0,0,0,74.4,92,0.026766666666666664,2.520000000000002,1.470000000000001,0.1434,0.026766666666666664,0.06675402298850576,75
